transaction_id,product_id,location_id,transaction_type,quantity,unit_cost,transaction_date,reference_number,created_by_user
TRX-00690,CAB-DCLL-1368,LON-UK-44,RECEIPT,59,135.45,24-Jun-25,PO-2025-4475,admin
TRX-00691,LIG-ULS-5222,TOK-JAP-886,RECEIPT,17,37.04,14-Apr-25,PO-2025-1585,manager
TRX-00692,CAB-PCS-2592,TOK-JAP-886,ISSUE,-79,583.41,25-Apr-25,SO-2025-3130,clerk
TRX-00693,ELE-PES-2645,SHG-CHN-77,TRANSFER,-37,145.14,16-Jul-25,TR-2025-1751,clerk
TRX-00694,LIG-PLR-3623,BNG-IN-91,RECEIPT,68,361.57,04-Jul-25,PO-2025-1883,QA
TRX-00695,ELE-HERP-6974,PAR-FRA-55,ISSUE,-81,463.47,17-Jun-25,SO-2025-1926,admin
TRX-00696,ELE-UEC-8893,TOR-CAN-33,ISSUE,-51,230.61,27-May-25,SO-2025-2939,manager
TRX-00697,CAB-HCC-1231,LON-UK-44,RECEIPT,68,325.14,22-Feb-25,PO-2025-6010,clerk
TRX-00698,ELE-UEH-9223,MOS-RUS-92,TRANSFER,-18,447.51,26-May-25,TR-2025-9060,manager
TRX-00699,LIG-HLC-2172,MUN-GER-49,RECEIPT,70,325.14,28-Apr-25,PO-2025-7773,QA
TRX-00700,CAB-PCH-7879,BNG-IN-91,TRANSFER,42,83.65,24-Jun-25,TR-2025-9183,admin
TRX-00701,ELE-PEH-4958,JUA-MEX-52,ISSUE,-52,37.04,20-Apr-25,SO-2025-3664,manager
TRX-00702,LIG-ULS-6122,SYD-AUS-81,ISSUE,-49,430.64,12-May-25,SO-2025-0930,manager
TRX-00703,CAB-PCS-1095,DBN-SA-70,RECEIPT,36,165.02,09-May-25,PO-2025-6906,clerk
TRX-00704,ELE-SES-6213,PAR-FRA-55,ISSUE,-31,27.58,22-Jun-25,SO-2025-0443,manager
TRX-00705,ELE-SELL-1101,PAR-FRA-55,RECEIPT,57,27.58,02-May-25,PO-2025-4049,admin
TRX-00706,LIG-ELC-2723,MOS-RUS-92,TRANSFER,-66,325.14,17-Jun-25,TR-2025-0618,admin
TRX-00707,CAB-SCH-4757,SHG-CHN-77,RECEIPT,87,230.61,23-Mar-25,PO-2025-9383,manager
TRX-00708,ELE-SEC-2116,JUA-MEX-52,ISSUE,-42,174.13,05-Jul-25,SO-2025-4622,clerk
TRX-00709,LIG-HLS-9457,MUN-GER-49,TRANSFER,-62,430.64,04-Jun-25,TR-2025-2316,clerk
TRX-00710,CAB-UCC-9393,LON-UK-44,ISSUE,-63,361.57,30-Apr-25,SO-2025-1385,QA
TRX-00711,ELE-HEC-4584,TOK-JAP-886,ISSUE,-97,37.04,04-Jun-25,SO-2025-4993,admin
TRX-00712,ELE-PEH-2480,LON-UK-44,RECEIPT,112,145.14,17-Feb-25,PO-2025-8174,QA
TRX-00713,CAB-UCLL-8978,SHG-CHN-77,ISSUE,-9,27.58,11-Jul-25,SO-2025-9110,clerk
TRX-00714,LIG-PLR-3427,PAR-FRA-55,TRANSFER,-41,174.13,17-Jul-25,TR-2025-1006,QA
TRX-00715,ELE-HES-5663,TOR-CAN-33,ISSUE,-36,165.02,25-Mar-25,SO-2025-3963,clerk
TRX-00716,CAB-PCC-3927,LON-UK-44,TRANSFER,-66,583.41,17-Jul-25,TR-2025-5733,QA
TRX-00717,ELE-PERP-5958,HYD-IN-91,ISSUE,-5,83.65,24-Feb-25,SO-2025-5107,QA
TRX-00718,LIG-VLCM-1382,SYD-AUS-81,TRANSFER,-64,230.61,04-Aug-25,TR-2025-6570,admin
TRX-00719,CAB-VCS-9964,MUM-IN-91,RECEIPT,53,325.14,22-Jun-25,PO-2025-6230,admin
TRX-00720,ELE-UEH-9223,MUM-IN-91,TRANSFER,55,361.57,27-Jul-25,TR-2025-8359,QA
TRX-00721,ELE-PEH-4958,TOK-JAP-886,TRANSFER,28,83.65,01-Jun-25,TR-2025-8183,clerk
TRX-00722,CAB-PCH-1719,JUA-MEX-52,ISSUE,-37,85.75,20-Apr-25,SO-2025-8437,clerk
TRX-00723,LIG-SLR-2740,CAI-EGY-15,RECEIPT,27,70.3,25-May-25,PO-2025-1756,admin
TRX-00724,ELE-UECM-2703,TOR-CAN-33,TRANSFER,13,165.02,09-Apr-25,TR-2025-1507,admin
TRX-00725,ELE-HEC-9767,HYD-IN-91,ISSUE,-43,85.75,06-Jul-25,SO-2025-9941,manager
TRX-00726,CAB-SCH-9306,MOS-RUS-92,RECEIPT,63,385.05,18-May-25,PO-2025-7127,admin
TRX-00727,ELE-PES-2645,MUM-IN-91,TRANSFER,15,385.05,01-Aug-25,TR-2025-1141,clerk
TRX-00728,CAB-DCH-5483,MOS-RUS-92,ISSUE,-85,47.78,04-Apr-25,SO-2025-1742,admin
TRX-00729,ELE-SELL-1101,HYD-IN-91,TRANSFER,-47,361.57,25-Apr-25,TR-2025-9208,manager
TRX-00730,CAB-SCC-9497,HYD-IN-91,TRANSFER,-34,27.58,21-Jul-25,TR-2025-8764,QA
TRX-00731,LIG-VLH-4354,MUN-GER-49,ISSUE,-22,70.3,25-Jun-25,SO-2025-4091,QA
TRX-00732,ELE-PER-6577,MOS-RUS-92,RECEIPT,125,165.02,08-Mar-25,PO-2025-4683,clerk
TRX-00733,CAB-DCCM-9513,CAI-EGY-15,TRANSFER,-49,174.13,11-Jun-25,TR-2025-3036,manager
TRX-00734,ELE-HERP-8826,TOK-JAP-886,TRANSFER,9,83.65,23-Feb-25,TR-2025-6947,QA
TRX-00735,ELE-PER-3055,MUN-GER-49,RECEIPT,101,583.41,14-May-25,PO-2025-0749,QA
TRX-00736,LIG-PLR-3623,MUN-GER-49,ISSUE,-71,70.3,30-Jun-25,SO-2025-8470,admin
TRX-00737,CAB-UCH-5394,MOS-RUS-92,TRANSFER,-49,145.14,08-Jun-25,TR-2025-4100,QA
TRX-00738,ELE-PES-9011,SYD-AUS-81,TRANSFER,-12,230.61,10-Jun-25,TR-2025-7045,clerk
TRX-00739,LIG-PLC-1639,HYD-IN-91,ISSUE,-36,135.45,11-Jun-25,SO-2025-4889,QA
TRX-00740,CAB-HCR-6088,MUN-GER-49,RECEIPT,102,447.51,26-May-25,PO-2025-3442,clerk
TRX-00741,ELE-SES-2322,DBN-SA-70,RECEIPT,63,37.04,04-Apr-25,PO-2025-0878,clerk
TRX-00742,CAB-DCH-5941,DBN-SA-70,RECEIPT,98,583.41,27-Mar-25,PO-2025-3487,admin
TRX-00743,ELE-PEH-2480,SYD-AUS-81,RECEIPT,16,230.61,04-Jun-25,PO-2025-5896,manager
TRX-00744,LIG-HLS-6207,MUM-IN-91,TRANSFER,10,361.57,12-Feb-25,TR-2025-8506,clerk
TRX-00745,ELE-UEC-5782,BNG-IN-91,TRANSFER,23,174.13,29-Mar-25,TR-2025-2854,QA
TRX-00746,ELE-EES-4900,SYD-AUS-81,ISSUE,-93,135.45,25-Jul-25,SO-2025-3270,QA
TRX-00747,CAB-UCR-6526,BNG-IN-91,ISSUE,-28,174.13,16-Mar-25,SO-2025-8038,clerk
TRX-00748,LIG-ULRP-5976,TOR-CAN-33,RECEIPT,37,145.14,12-Mar-25,PO-2025-2900,QA
TRX-00749,ELE-PEH-4958,TOR-CAN-33,TRANSFER,31,174.13,03-Apr-25,TR-2025-0418,admin
TRX-00750,CAB-PCC-4515,KAN-USA-1,TRANSFER,37,85.75,09-Jul-25,TR-2025-9486,QA
TRX-00751,ELE-SELL-1101,TOR-CAN-33,RECEIPT,118,70.3,08-Jun-25,PO-2025-8134,admin
TRX-00752,CAB-UCRP-8556,MUM-IN-91,RECEIPT,56,27.58,09-Aug-25,PO-2025-4056,clerk
TRX-00753,LIG-ULS-5844,BNG-IN-91,TRANSFER,67,463.47,14-Jul-25,TR-2025-4169,clerk
TRX-00754,ELE-SEC-1497,CAI-EGY-15,RECEIPT,108,165.02,13-Feb-25,PO-2025-3382,clerk
TRX-00755,ELE-DEH-2427,BNG-IN-91,RECEIPT,110,47.78,15-Jul-25,PO-2025-3912,admin
TRX-00756,CAB-SCS-9865,SHG-CHN-77,RECEIPT,45,83.65,12-Jul-25,PO-2025-4608,QA
TRX-00757,ELE-UEC-8979,MUN-GER-49,ISSUE,-17,37.04,07-Apr-25,SO-2025-8959,admin
TRX-00758,ELE-HES-8954,TOR-CAN-33,ISSUE,-95,47.78,13-May-25,SO-2025-8608,QA
TRX-00759,LIG-HLCM-4312,MUM-IN-91,RECEIPT,84,70.3,04-Apr-25,PO-2025-0147,QA
TRX-00760,ELE-PES-8672,LON-UK-44,RECEIPT,145,430.64,21-Jul-25,PO-2025-6830,admin
TRX-00761,CAB-PCS-2592,KAN-USA-1,TRANSFER,-28,430.64,27-Mar-25,TR-2025-7929,manager
TRX-00762,LIG-SLLL-9777,MOS-RUS-92,TRANSFER,-59,37.04,02-Jul-25,TR-2025-0300,clerk
TRX-00763,CAB-PCH-7464,MUN-GER-49,ISSUE,-92,325.14,30-Apr-25,SO-2025-8219,QA
TRX-00764,ELE-PER-7223,BNG-IN-91,ISSUE,-54,85.75,16-Jul-25,SO-2025-9364,QA
TRX-00765,LIG-DLRP-1379,LON-UK-44,ISSUE,-55,85.75,13-Apr-25,SO-2025-4485,admin
TRX-00766,ELE-PES-2645,SYD-AUS-81,RECEIPT,44,83.65,14-Jul-25,PO-2025-8797,manager
TRX-00767,CAB-SCCM-4572,HYD-IN-91,TRANSFER,-67,70.3,21-Feb-25,TR-2025-0012,clerk
TRX-00768,ELE-PES-2645,TOK-JAP-886,RECEIPT,35,385.05,19-Apr-25,PO-2025-9356,manager
TRX-00769,LIG-ULS-5222,BNG-IN-91,RECEIPT,98,37.04,18-May-25,PO-2025-1585,clerk
TRX-00770,ELE-PES-2645,PAR-FRA-55,RECEIPT,52,463.47,01-May-25,PO-2025-3481,QA
TRX-00771,ELE-PES-2645,MUM-IN-91,RECEIPT,140,463.47,20-Jun-25,PO-2025-3665,QA
TRX-00772,CAB-VCLL-5346,MUM-IN-91,TRANSFER,-39,518.05,13-Jul-25,TR-2025-2008,admin
TRX-00773,ELE-PEH-4958,DBN-SA-70,ISSUE,-30,145.14,21-Mar-25,SO-2025-6510,admin
TRX-00774,LIG-HLS-1447,PAR-FRA-55,TRANSFER,-20,230.61,30-Jul-25,TR-2025-9810,manager
TRX-00775,ELE-SES-6213,DBN-SA-70,TRANSFER,17,385.05,26-Apr-25,TR-2025-0811,manager
TRX-00776,ELE-SELL-1101,HYD-IN-91,ISSUE,-42,70.3,27-Apr-25,SO-2025-0215,clerk
TRX-00777,CAB-SCH-1731,MUM-IN-91,RECEIPT,109,37.04,02-Apr-25,PO-2025-7767,admin
TRX-00778,ELE-PES-2645,HYD-IN-91,ISSUE,-21,518.05,30-Jun-25,SO-2025-5881,QA
TRX-00779,ELE-UEC-5782,BNG-IN-91,ISSUE,-55,165.02,20-Mar-25,SO-2025-1730,admin
TRX-00780,CAB-PCH-8909,BNG-IN-91,RECEIPT,98,325.14,01-Apr-25,PO-2025-1416,manager
TRX-00781,ELE-PEH-2480,SYD-AUS-81,TRANSFER,55,447.51,22-Mar-25,TR-2025-2650,admin
TRX-00782,ELE-PER-6577,SYD-AUS-81,TRANSFER,18,447.51,28-Jun-25,TR-2025-8768,QA
TRX-00783,ELE-SELL-1101,SHG-CHN-77,TRANSFER,-34,361.57,25-May-25,TR-2025-0523,admin
TRX-00784,ELE-PES-2645,BNG-IN-91,ISSUE,-50,325.14,19-Jun-25,SO-2025-4747,manager
TRX-00785,LIG-PLC-3001,BNG-IN-91,RECEIPT,86,135.45,16-Apr-25,PO-2025-1526,QA
TRX-00786,CAB-PCC-4723,SYD-AUS-81,RECEIPT,83,463.47,13-Jun-25,PO-2025-9138,clerk
TRX-00787,LIG-DLS-9851,MOS-RUS-92,RECEIPT,131,518.05,23-Jun-25,PO-2025-2549,clerk
TRX-00788,ELE-UEC-8893,JUA-MEX-52,RECEIPT,127,361.57,22-Jun-25,PO-2025-1029,QA
TRX-00789,CAB-DCH-4000,SYD-AUS-81,TRANSFER,-50,83.65,15-May-25,TR-2025-0022,QA
TRX-00790,ELE-PES-2645,JUA-MEX-52,RECEIPT,27,37.04,17-Jul-25,PO-2025-5258,QA
TRX-00791,CAB-SCH-7692,BNG-IN-91,RECEIPT,94,518.05,27-Apr-25,PO-2025-6949,manager
TRX-00792,LIG-VLC-8355,SYD-AUS-81,ISSUE,-70,145.14,17-May-25,SO-2025-3389,QA
TRX-00793,ELE-SELL-1101,TOR-CAN-33,TRANSFER,-42,165.02,03-Mar-25,TR-2025-3150,manager
TRX-00794,CAB-UCLL-8978,MOS-RUS-92,RECEIPT,137,325.14,01-Apr-25,PO-2025-9330,QA
TRX-00795,LIG-ULC-5255,MUM-IN-91,TRANSFER,20,361.57,14-Mar-25,TR-2025-9661,manager
TRX-00796,ELE-HES-6969,SHG-CHN-77,ISSUE,-32,174.13,20-Apr-25,SO-2025-9792,manager
TRX-00797,LIG-PLCM-7875,CAI-EGY-15,ISSUE,-44,85.75,19-Feb-25,SO-2025-2710,admin
TRX-00798,ELE-PEH-2480,DBN-SA-70,RECEIPT,146,37.04,13-Mar-25,PO-2025-8621,clerk
TRX-00799,CAB-PCS-5891,MUN-GER-49,ISSUE,-14,385.05,31-May-25,SO-2025-5725,QA
TRX-00800,ELE-SES-2322,KAN-USA-1,ISSUE,-40,27.58,13-Mar-25,SO-2025-4608,clerk
TRX-00801,LIG-HLS-7522,DBN-SA-70,RECEIPT,100,463.47,03-Jun-25,PO-2025-9664,clerk
TRX-00802,ELE-PES-2645,KAN-USA-1,TRANSFER,35,583.41,16-Jun-25,TR-2025-3504,admin
TRX-00803,CAB-SCC-9497,SYD-AUS-81,TRANSFER,-22,37.04,04-Apr-25,TR-2025-2819,clerk
TRX-00804,LIG-PLR-3427,MUN-GER-49,TRANSFER,24,583.41,25-Feb-25,TR-2025-5953,clerk
TRX-00805,ELE-PERP-5958,LON-UK-44,RECEIPT,105,145.14,27-May-25,PO-2025-4959,QA
TRX-00806,CAB-HCRP-6846,LON-UK-44,TRANSFER,-43,165.02,28-Mar-25,TR-2025-4155,manager
TRX-00807,ELE-HEC-6261,PAR-FRA-55,ISSUE,-34,385.05,06-Jun-25,SO-2025-4758,QA
TRX-00808,ELE-PES-2645,SYD-AUS-81,ISSUE,-25,447.51,12-Mar-25,SO-2025-0179,QA
TRX-00809,LIG-ULRP-1925,JUA-MEX-52,RECEIPT,143,47.78,09-Jul-25,PO-2025-4868,clerk
TRX-00810,ELE-SELL-1101,TOR-CAN-33,RECEIPT,101,447.51,08-Mar-25,PO-2025-8580,clerk
TRX-00811,CAB-SCC-8973,TOK-JAP-886,TRANSFER,25,70.3,13-Jul-25,TR-2025-9946,QA
TRX-00812,ELE-HEH-5911,JUA-MEX-52,RECEIPT,101,385.05,15-Jul-25,PO-2025-5520,QA
TRX-00813,CAB-SCH-9306,CAI-EGY-15,ISSUE,-80,385.05,29-May-25,SO-2025-2608,clerk
TRX-00814,ELE-PER-3055,SHG-CHN-77,RECEIPT,33,85.75,07-Aug-25,PO-2025-0367,manager
TRX-00815,CAB-VCRP-9138,KAN-USA-1,RECEIPT,46,70.3,23-May-25,PO-2025-8439,manager
TRX-00816,ELE-UECM-2703,TOK-JAP-886,TRANSFER,-16,385.05,13-Jun-25,TR-2025-0771,QA
TRX-00817,CAB-DCCM-8680,SHG-CHN-77,ISSUE,-73,37.04,12-Mar-25,SO-2025-9401,manager
TRX-00818,ELE-HERP-6974,HYD-IN-91,TRANSFER,-38,151.28,16-Apr-25,TR-2025-4505,QA
TRX-00819,CAB-VCS-1447,PAR-FRA-55,ISSUE,-48,174.13,08-Apr-25,SO-2025-9253,admin
TRX-00820,ELE-PEH-4958,LON-UK-44,ISSUE,-69,135.45,19-Feb-25,SO-2025-5078,clerk
TRX-00821,CAB-PCH-1719,MOS-RUS-92,ISSUE,-69,385.05,23-Mar-25,SO-2025-5179,QA
TRX-00822,ELE-SES-6213,LON-UK-44,RECEIPT,146,518.05,23-Mar-25,PO-2025-5062,QA
TRX-00823,CAB-UCCM-8368,JUA-MEX-52,TRANSFER,-46,151.28,21-Jun-25,TR-2025-9926,QA
TRX-00824,LIG-ULS-6122,MUM-IN-91,ISSUE,-21,151.28,22-Feb-25,SO-2025-3125,manager
TRX-00825,ELE-SEC-1497,TOR-CAN-33,RECEIPT,120,583.41,06-Jun-25,PO-2025-0199,QA
TRX-00826,ELE-DEH-2427,TOR-CAN-33,TRANSFER,50,165.02,10-Aug-25,TR-2025-9211,admin
TRX-00827,ELE-PES-8672,KAN-USA-1,TRANSFER,19,47.78,07-May-25,TR-2025-9735,manager
TRX-00828,LIG-ULRP-5976,MUM-IN-91,TRANSFER,17,230.61,30-Mar-25,TR-2025-7463,clerk
TRX-00829,CAB-PCH-7464,TOR-CAN-33,RECEIPT,132,583.41,16-May-25,PO-2025-7164,admin
TRX-00830,ELE-SELL-1101,MUM-IN-91,RECEIPT,107,447.51,01-Jun-25,PO-2025-8662,QA
TRX-00831,LIG-HLS-1447,CAI-EGY-15,ISSUE,-60,583.41,12-Feb-25,SO-2025-9996,admin
TRX-00832,CAB-PCS-1095,BNG-IN-91,ISSUE,-47,583.41,27-Mar-25,SO-2025-9026,QA
TRX-00833,ELE-UEH-9223,KAN-USA-1,RECEIPT,30,135.45,22-Mar-25,PO-2025-9791,admin
TRX-00834,ELE-PES-9011,SHG-CHN-77,TRANSFER,-11,27.58,06-Jul-25,TR-2025-7560,manager
TRX-00835,LIG-PLR-3623,SHG-CHN-77,ISSUE,-27,463.47,17-Apr-25,SO-2025-3221,QA
TRX-00836,ELE-PEH-2480,SHG-CHN-77,RECEIPT,111,70.3,08-Jul-25,PO-2025-5505,manager
TRX-00837,LIG-HLC-9144,SYD-AUS-81,TRANSFER,-53,385.05,01-May-25,TR-2025-6684,admin
TRX-00838,ELE-HES-8954,HYD-IN-91,ISSUE,-56,47.78,23-Feb-25,SO-2025-1920,QA
TRX-00839,CAB-SCLL-8561,BNG-IN-91,RECEIPT,100,230.61,06-Jul-25,PO-2025-4445,clerk
TRX-00840,ELE-PER-6577,MUM-IN-91,ISSUE,-86,165.02,11-Jul-25,SO-2025-1925,clerk
TRX-00841,CAB-UCR-3301,BNG-IN-91,ISSUE,-37,27.58,31-Jul-25,SO-2025-0654,QA
TRX-00842,ELE-HEC-9237,MOS-RUS-92,RECEIPT,130,83.65,09-Aug-25,PO-2025-3328,admin
TRX-00843,LIG-ULS-5285,MUN-GER-49,TRANSFER,59,165.02,07-Apr-25,TR-2025-7330,clerk
TRX-00844,ELE-PES-2645,KAN-USA-1,ISSUE,-52,325.14,27-Feb-25,SO-2025-8487,QA
TRX-00845,CAB-HCLL-1597,HYD-IN-91,TRANSFER,27,518.05,12-Jul-25,TR-2025-4170,clerk
TRX-00846,LIG-PLC-1639,TOR-CAN-33,TRANSFER,-63,361.57,23-Mar-25,TR-2025-0285,QA
TRX-00847,ELE-PER-4151,SHG-CHN-77,ISSUE,-5,165.02,27-May-25,SO-2025-9736,admin
TRX-00848,ELE-SELL-1101,MUM-IN-91,TRANSFER,29,135.45,11-Apr-25,TR-2025-7757,admin
TRX-00849,CAB-SCS-3360,CAI-EGY-15,ISSUE,-15,583.41,02-May-25,SO-2025-6399,manager
TRX-00850,ELE-SEC-5371,TOK-JAP-886,TRANSFER,-20,165.02,19-May-25,TR-2025-2303,clerk
TRX-00851,ELE-PEH-4958,PAR-FRA-55,ISSUE,-90,463.47,24-Apr-25,SO-2025-8346,manager
TRX-00852,ELE-PES-2645,TOR-CAN-33,TRANSFER,44,174.13,26-Apr-25,TR-2025-9129,admin
TRX-00853,CAB-PCH-8909,KAN-USA-1,TRANSFER,-51,47.78,24-Jun-25,TR-2025-7437,QA
TRX-00854,ELE-HES-6969,DBN-SA-70,RECEIPT,104,447.51,22-Mar-25,PO-2025-4229,admin
TRX-00855,ELE-SELL-1101,SYD-AUS-81,ISSUE,-26,165.02,10-Jul-25,SO-2025-3509,admin
TRX-00856,CAB-SCH-4757,DBN-SA-70,ISSUE,-9,135.45,02-Aug-25,SO-2025-3530,QA
TRX-00857,ELE-PER-6577,BNG-IN-91,ISSUE,-86,230.61,04-Aug-25,SO-2025-7808,manager
TRX-00858,ELE-UEC-5782,LON-UK-44,ISSUE,-41,151.28,07-Mar-25,SO-2025-3948,clerk
TRX-00859,ELE-PES-2645,LON-UK-44,RECEIPT,91,85.75,09-Jun-25,PO-2025-1682,admin
TRX-00860,CAB-SCCM-6609,DBN-SA-70,ISSUE,-76,70.3,30-May-25,SO-2025-2262,admin
TRX-00861,LIG-VLS-5690,TOR-CAN-33,ISSUE,-90,165.02,16-Apr-25,SO-2025-5704,clerk
TRX-00862,ELE-SELL-1101,MOS-RUS-92,TRANSFER,-62,83.65,27-Jul-25,TR-2025-3188,admin
TRX-00863,CAB-SCS-7166,DBN-SA-70,ISSUE,-66,230.61,11-Feb-25,SO-2025-2840,clerk
TRX-00864,ELE-PEH-4958,PAR-FRA-55,ISSUE,-84,27.58,11-Jul-25,SO-2025-0431,clerk
TRX-00865,ELE-PEH-4958,HYD-IN-91,TRANSFER,51,85.75,08-Mar-25,TR-2025-0167,clerk
TRX-00866,LIG-DLRP-2990,JUA-MEX-52,TRANSFER,15,37.04,07-Apr-25,TR-2025-0669,QA
TRX-00867,ELE-SES-2322,BNG-IN-91,TRANSFER,33,361.57,07-Jun-25,TR-2025-4530,manager
TRX-00868,ELE-DEH-2427,DBN-SA-70,ISSUE,-40,430.64,29-Jul-25,SO-2025-6422,manager
TRX-00869,ELE-SELL-1101,KAN-USA-1,RECEIPT,60,463.47,02-Jun-25,PO-2025-5301,QA
TRX-00870,ELE-PES-2645,MUM-IN-91,ISSUE,-21,83.65,22-Mar-25,SO-2025-9958,manager
TRX-00871,CAB-VCLL-5346,DBN-SA-70,ISSUE,-42,518.05,22-Feb-25,SO-2025-1809,manager
TRX-00872,CAB-HCRP-1461,JUA-MEX-52,RECEIPT,17,463.47,19-Jun-25,PO-2025-5207,manager
TRX-00873,ELE-PES-8672,DBN-SA-70,ISSUE,-50,151.28,11-Apr-25,SO-2025-6093,admin
TRX-00874,ELE-PES-2645,SYD-AUS-81,RECEIPT,86,145.14,21-Jul-25,PO-2025-7590,QA
TRX-00875,ELE-SELL-1101,PAR-FRA-55,TRANSFER,10,85.75,07-Jul-25,TR-2025-9162,manager
TRX-00876,ELE-HEC-4584,MUM-IN-91,TRANSFER,-37,361.57,07-May-25,TR-2025-2048,QA
TRX-00877,LIG-ULH-8466,BNG-IN-91,ISSUE,-33,385.05,14-Feb-25,SO-2025-3932,manager
TRX-00878,CAB-SCCM-4572,MUN-GER-49,ISSUE,-98,583.41,24-Feb-25,SO-2025-7816,manager
TRX-00879,LIG-PLC-3001,DBN-SA-70,TRANSFER,-66,37.04,04-Jul-25,TR-2025-1026,QA
TRX-00880,ELE-SELL-1101,TOR-CAN-33,ISSUE,-76,174.13,06-Aug-25,SO-2025-7344,clerk
TRX-00881,ELE-PEH-2480,TOK-JAP-886,RECEIPT,108,430.64,11-Mar-25,PO-2025-4747,QA
TRX-00882,ELE-PEH-4958,BNG-IN-91,RECEIPT,67,151.28,28-Apr-25,PO-2025-1285,clerk
TRX-00883,ELE-PER-6577,LON-UK-44,RECEIPT,144,518.05,27-Apr-25,PO-2025-2327,admin
TRX-00884,CAB-PCC-3927,PAR-FRA-55,ISSUE,-10,85.75,21-Jun-25,SO-2025-2894,QA
TRX-00885,ELE-PES-2645,MUN-GER-49,ISSUE,-43,463.47,26-Feb-25,SO-2025-4059,clerk
TRX-00886,LIG-ULS-5844,CAI-EGY-15,TRANSFER,-35,385.05,25-Feb-25,TR-2025-8465,manager
TRX-00887,CAB-PCH-1719,TOR-CAN-33,RECEIPT,61,47.78,01-Jul-25,PO-2025-3388,admin
TRX-00888,ELE-SELL-1101,MOS-RUS-92,RECEIPT,129,430.64,01-Aug-25,PO-2025-8415,QA
TRX-00889,ELE-PEH-4958,TOR-CAN-33,RECEIPT,102,145.14,13-Mar-25,PO-2025-5132,clerk
TRX-00890,LIG-HLS-1447,SHG-CHN-77,RECEIPT,21,463.47,03-Mar-25,PO-2025-4043,clerk
TRX-00891,CAB-HCRP-6846,DBN-SA-70,RECEIPT,70,151.28,28-Apr-25,PO-2025-6697,QA
TRX-00892,ELE-SES-2322,KAN-USA-1,ISSUE,-36,27.58,16-Mar-25,SO-2025-6644,clerk
TRX-00893,CAB-PCH-7464,JUA-MEX-52,TRANSFER,6,135.45,18-Apr-25,TR-2025-7808,QA
TRX-00894,ELE-PES-8672,MUN-GER-49,TRANSFER,15,27.58,14-Jun-25,TR-2025-1056,clerk
TRX-00895,CAB-UCLL-8978,PAR-FRA-55,TRANSFER,6,463.47,09-May-25,TR-2025-8956,manager
TRX-00896,ELE-HEC-6261,LON-UK-44,TRANSFER,-38,27.58,23-May-25,TR-2025-5529,QA
TRX-00897,CAB-SCH-9306,PAR-FRA-55,TRANSFER,-23,447.51,17-Mar-25,TR-2025-1012,QA
TRX-00898,ELE-PER-3055,TOR-CAN-33,RECEIPT,56,165.02,16-Jun-25,PO-2025-3123,admin
TRX-00899,LIG-VLC-6537,TOR-CAN-33,ISSUE,-52,165.02,31-Mar-25,SO-2025-3799,manager
TRX-00900,ELE-PERP-5958,SHG-CHN-77,TRANSFER,-37,27.58,02-Apr-25,TR-2025-2939,QA
TRX-00901,CAB-UCC-8252,MUM-IN-91,ISSUE,-73,135.45,24-Mar-25,SO-2025-0192,clerk
TRX-00902,ELE-SELL-1101,DBN-SA-70,ISSUE,-57,135.45,28-May-25,SO-2025-3404,clerk
TRX-00903,ELE-UEC-8893,SYD-AUS-81,TRANSFER,56,37.04,27-May-25,TR-2025-8505,clerk
TRX-00904,CAB-DCLL-1368,TOK-JAP-886,ISSUE,-89,135.45,30-Jul-25,SO-2025-5208,admin
TRX-00905,ELE-PES-2645,SHG-CHN-77,RECEIPT,53,145.14,15-May-25,PO-2025-9679,QA
TRX-00906,ELE-HERP-6974,CAI-EGY-15,RECEIPT,150,583.41,28-Feb-25,PO-2025-9863,clerk
TRX-00907,LIG-ULC-4840,MOS-RUS-92,TRANSFER,-66,518.05,06-Aug-25,TR-2025-1467,admin
TRX-00908,ELE-PES-9011,MUN-GER-49,RECEIPT,119,385.05,20-Apr-25,PO-2025-0031,admin
TRX-00909,LIG-VLH-4354,CAI-EGY-15,TRANSFER,36,85.75,15-May-25,TR-2025-5746,QA
TRX-00910,ELE-SEC-1497,MOS-RUS-92,TRANSFER,11,83.65,19-Apr-25,TR-2025-6992,clerk
TRX-00911,ELE-SELL-1101,MOS-RUS-92,TRANSFER,-45,174.13,26-Jun-25,TR-2025-4316,manager
TRX-00912,LIG-ULRP-1925,KAN-USA-1,RECEIPT,114,430.64,26-Jul-25,PO-2025-3682,clerk
TRX-00913,CAB-HCLL-1597,SYD-AUS-81,ISSUE,-81,85.75,01-Apr-25,SO-2025-2902,manager
TRX-00914,ELE-PEH-4958,MOS-RUS-92,ISSUE,-49,518.05,30-May-25,SO-2025-9763,manager
TRX-00915,CAB-DCH-5941,TOK-JAP-886,ISSUE,-99,135.45,16-Jun-25,SO-2025-5305,clerk
TRX-00916,LIG-PLR-3623,BNG-IN-91,ISSUE,-9,37.04,01-Mar-25,SO-2025-9297,manager
TRX-00917,ELE-SES-6213,KAN-USA-1,ISSUE,-21,385.05,17-Jul-25,SO-2025-6802,admin
TRX-00918,ELE-SELL-1101,SHG-CHN-77,RECEIPT,107,70.3,21-Jul-25,PO-2025-8115,admin
TRX-00919,ELE-DEH-2427,LON-UK-44,RECEIPT,30,37.04,19-Mar-25,PO-2025-5396,clerk
